checking_acc,duration_mnth,credit_hist,purpose,credit_amt,savings_acc,emp_status,installment_rate,pstatus_sex,guarantor,Residence_LOS,property,age,installment_plan,housing,existing_credit,job,dependents,telephone,foreign_worker,credit
Equal or Greater than 200 DM,12,Existing credits paid back duly,radio/television,1297,Less than 100 DM,Btw 1 to 4 years,3,male_married/widowed,none,4,real estate,23,none,rent,1,skilled employee,1,none,yes,bad
Less than 0 DM,12,Existing credits paid back duly,new car,900,none,Btw 1 to 4 years,4,male_married/widowed,none,2,car or other,23,none,own,1,skilled employee,1,none,yes,good
none,21,Existing credits paid back duly,furniture/equipment,2241,Less than 100 DM,Greater than 7 years,4,male_single,none,2,real estate,50,none,own,2,skilled employee,1,none,yes,bad
Btw 0 to 199 DM,6,Delays in paying off,furniture/equipment,1050,Less than 100 DM,unemployed,4,male_single,none,1,BSSA or life insurance,35,stores,own,2,self-employed/management employee,1,registered,yes,bad
Equal or Greater than 200 DM,6,Critical account,education,1047,Less than 100 DM,Btw 1 to 4 years,2,female_divorced/separated/married,none,4,BSSA or life insurance,50,none,own,1,unskilled - resident,1,none,yes,bad
none,24,Critical account,others,6314,Less than 100 DM,unemployed,4,male_single,co-applicant,2,none,27,bank,own,2,self-employed/management employee,1,registered,yes,bad
Btw 0 to 199 DM,30,All credits taken paid back duly,furniture/equipment,3496,Equal or Greater than 1000 DM,Btw 1 to 4 years,4,male_single,none,2,car or other,34,stores,own,1,skilled employee,2,registered,yes,bad
none,48,All credits taken paid back duly,business,3609,Less than 100 DM,Btw 1 to 4 years,1,female_divorced/separated/married,none,1,real estate,27,stores,own,1,skilled employee,1,none,yes,bad
Less than 0 DM,12,Critical account,new car,4843,Less than 100 DM,Greater than 7 years,3,male_single,co-applicant,4,BSSA or life insurance,43,none,rent,2,skilled employee,1,registered,yes,good
Equal or Greater than 200 DM,30,Critical account,radio/television,3017,Less than 100 DM,Greater than 7 years,4,male_single,none,4,BSSA or life insurance,47,none,own,1,skilled employee,1,none,yes,bad
none,24,Critical account,business,4139,Btw 100 to 499 DM,Btw 1 to 4 years,3,male_single,none,3,BSSA or life insurance,27,none,own,2,unskilled - resident,1,registered,yes,bad
none,36,Existing credits paid back duly,business,5742,Btw 100 to 499 DM,Btw 4 to 7 years,2,male_single,none,2,car or other,31,none,own,2,skilled employee,1,registered,yes,bad
none,60,Existing credits paid back duly,new car,10366,Less than 100 DM,Greater than 7 years,2,male_single,none,4,BSSA or life insurance,42,none,own,1,self-employed/management employee,1,registered,yes,bad
none,6,Critical account,new car,2080,Btw 500 to 999 DM,Btw 1 to 4 years,1,male_married/widowed,none,2,car or other,24,none,own,1,skilled employee,1,none,yes,bad
none,21,Delays in paying off,business,2580,Btw 500 to 999 DM,Less than a year,4,male_single,none,2,real estate,41,bank,own,1,unskilled - resident,2,none,yes,good
none,30,Critical account,radio/television,4530,Less than 100 DM,Btw 4 to 7 years,4,female_divorced/separated/married,none,4,car or other,26,none,rent,1,self-employed/management employee,1,registered,yes,bad
none,24,Critical account,furniture/equipment,5150,Less than 100 DM,Greater than 7 years,4,male_single,none,4,car or other,33,none,own,1,skilled employee,1,registered,yes,bad
Btw 0 to 199 DM,72,Existing credits paid back duly,radio/television,5595,Btw 100 to 499 DM,Btw 1 to 4 years,2,male_married/widowed,none,2,car or other,24,none,own,1,skilled employee,1,none,yes,good
Less than 0 DM,24,Existing credits paid back duly,radio/television,2384,Less than 100 DM,Greater than 7 years,4,male_single,none,4,real estate,64,bank,rent,1,unskilled - resident,1,none,yes,bad
none,18,Existing credits paid back duly,radio/television,1453,Less than 100 DM,Less than a year,3,female_divorced/separated/married,none,1,real estate,26,none,own,1,skilled employee,1,none,yes,bad
none,6,Existing credits paid back duly,education,1538,Less than 100 DM,Less than a year,1,female_divorced/separated/married,none,2,none,56,none,own,1,skilled employee,1,none,yes,bad
none,12,Existing credits paid back duly,radio/television,2279,none,Btw 1 to 4 years,4,male_single,none,4,none,37,none,free,1,skilled employee,1,registered,yes,bad
none,15,Delays in paying off,radio/television,1478,Less than 100 DM,Btw 1 to 4 years,4,male_married/widowed,none,3,real estate,33,bank,own,2,skilled employee,1,none,yes,bad
none,24,Critical account,radio/television,5103,Less than 100 DM,Less than a year,3,male_married/widowed,none,3,none,47,none,free,3,skilled employee,1,registered,yes,bad
Btw 0 to 199 DM,36,Delays in paying off,business,9857,Btw 100 to 499 DM,Btw 4 to 7 years,1,male_single,none,3,BSSA or life insurance,31,none,own,2,unskilled - resident,2,registered,yes,bad
none,60,Existing credits paid back duly,new car,6527,none,Btw 1 to 4 years,4,male_single,none,4,none,34,none,free,1,skilled employee,2,registered,yes,bad
Equal or Greater than 200 DM,10,Critical account,radio/television,1347,none,Btw 4 to 7 years,4,male_single,none,2,BSSA or life insurance,27,none,own,2,skilled employee,1,registered,yes,bad
Btw 0 to 199 DM,36,Delays in paying off,new car,2862,Btw 100 to 499 DM,Greater than 7 years,4,male_single,none,3,none,30,none,free,1,skilled employee,1,none,yes,bad
none,9,Existing credits paid back duly,radio/television,2753,Btw 100 to 499 DM,Greater than 7 years,3,male_single,co-applicant,4,car or other,35,none,own,1,skilled employee,1,registered,yes,bad
Less than 0 DM,12,Existing credits paid back duly,new car,3651,Equal or Greater than 1000 DM,Btw 1 to 4 years,1,male_single,none,3,BSSA or life insurance,31,none,own,1,skilled employee,2,none,yes,bad
Less than 0 DM,15,Critical account,furniture/equipment,975,Less than 100 DM,Btw 1 to 4 years,2,male_divorced/separated,none,3,BSSA or life insurance,25,none,own,2,skilled employee,1,none,yes,bad
Btw 0 to 199 DM,15,Existing credits paid back duly,repairs,2631,Btw 100 to 499 DM,Btw 1 to 4 years,3,female_divorced/separated/married,none,2,real estate,25,none,own,1,unskilled - resident,1,none,yes,bad
Btw 0 to 199 DM,24,Existing credits paid back duly,radio/television,2896,Btw 100 to 499 DM,Less than a year,2,male_single,none,1,car or other,29,none,own,1,skilled employee,1,none,yes,bad
Less than 0 DM,6,Critical account,new car,4716,none,Less than a year,1,male_single,none,3,real estate,44,none,own,2,unskilled - resident,2,none,yes,bad
none,24,Existing credits paid back duly,radio/television,2284,Less than 100 DM,Btw 4 to 7 years,4,male_single,none,2,car or other,28,none,own,1,skilled employee,1,registered,yes,bad
none,6,Existing credits paid back duly,used car,1236,Btw 500 to 999 DM,Btw 1 to 4 years,2,male_single,none,4,BSSA or life insurance,50,none,rent,1,skilled employee,1,none,yes,bad
Btw 0 to 199 DM,12,Existing credits paid back duly,radio/television,1103,Less than 100 DM,Btw 4 to 7 years,4,male_single,guarantor,3,real estate,29,none,own,2,skilled employee,1,none,no,bad
none,12,Critical account,new car,926,Less than 100 DM,unemployed,1,female_divorced/separated/married,none,2,BSSA or life insurance,38,none,own,1,unemployed/unskilled - non-resident,1,none,yes,bad
none,18,Critical account,radio/television,1800,Less than 100 DM,Btw 1 to 4 years,4,male_single,none,2,car or other,24,none,own,2,skilled employee,1,none,yes,bad
Equal or Greater than 200 DM,15,Existing credits paid back duly,education,1905,Less than 100 DM,Greater than 7 years,4,male_single,none,4,car or other,40,none,rent,1,self-employed/management employee,1,registered,yes,bad
none,12,Existing credits paid back duly,furniture/equipment,1123,Btw 500 to 999 DM,Btw 1 to 4 years,4,female_divorced/separated/married,none,4,car or other,29,none,rent,1,unskilled - resident,1,none,yes,good
Less than 0 DM,48,Critical account,used car,6331,Less than 100 DM,Greater than 7 years,4,male_single,none,4,none,46,none,free,2,skilled employee,1,registered,yes,good
Equal or Greater than 200 DM,24,Existing credits paid back duly,radio/television,1377,Btw 100 to 499 DM,Greater than 7 years,4,female_divorced/separated/married,none,2,none,47,none,free,1,skilled employee,1,registered,yes,bad
Btw 0 to 199 DM,30,Delays in paying off,business,2503,Btw 100 to 499 DM,Greater than 7 years,4,male_single,none,2,BSSA or life insurance,41,stores,own,2,skilled employee,1,none,yes,bad
Btw 0 to 199 DM,27,Existing credits paid back duly,business,2528,Less than 100 DM,Less than a year,4,female_divorced/separated/married,none,1,BSSA or life insurance,32,none,own,1,skilled employee,2,registered,yes,bad
none,15,Existing credits paid back duly,new car,5324,Btw 500 to 999 DM,Greater than 7 years,1,female_divorced/separated/married,none,4,none,35,none,free,1,skilled employee,1,none,yes,bad
Btw 0 to 199 DM,48,Existing credits paid back duly,new car,6560,Btw 100 to 499 DM,Btw 4 to 7 years,3,male_single,none,2,BSSA or life insurance,24,none,own,1,skilled employee,1,none,yes,good
Btw 0 to 199 DM,12,No credits taken,furniture/equipment,2969,Less than 100 DM,Less than a year,4,female_divorced/separated/married,none,3,BSSA or life insurance,25,none,rent,2,skilled employee,1,none,yes,good
Btw 0 to 199 DM,9,Existing credits paid back duly,radio/television,1206,Less than 100 DM,Greater than 7 years,4,female_divorced/separated/married,none,4,real estate,25,none,own,1,skilled employee,1,none,yes,bad
Btw 0 to 199 DM,9,Existing credits paid back duly,radio/television,2118,Less than 100 DM,Btw 1 to 4 years,2,male_single,none,2,real estate,37,none,own,1,unskilled - resident,2,none,yes,bad
none,18,Critical account,radio/television,629,Btw 500 to 999 DM,Greater than 7 years,4,male_single,none,3,BSSA or life insurance,32,bank,own,2,self-employed/management employee,1,registered,yes,bad
Less than 0 DM,6,All credits taken paid back duly,education,1198,Less than 100 DM,Greater than 7 years,4,female_divorced/separated/married,none,4,none,35,none,free,1,skilled employee,1,none,yes,good
none,21,Existing credits paid back duly,used car,2476,none,Greater than 7 years,4,male_single,none,4,real estate,46,none,own,1,self-employed/management employee,1,registered,yes,bad
Less than 0 DM,9,Critical account,radio/television,1138,Less than 100 DM,Btw 1 to 4 years,4,male_single,none,4,real estate,25,none,own,2,unskilled - resident,1,none,yes,bad
Btw 0 to 199 DM,60,Existing credits paid back duly,new car,14027,Less than 100 DM,Btw 4 to 7 years,4,male_single,none,2,none,27,none,own,1,self-employed/management employee,1,registered,yes,good
none,30,Critical account,used car,7596,none,Greater than 7 years,1,male_single,none,4,car or other,63,none,own,2,skilled employee,1,none,yes,bad
none,30,Critical account,radio/television,3077,none,Greater than 7 years,3,male_single,none,2,car or other,40,none,own,2,skilled employee,2,registered,yes,bad
none,18,Existing credits paid back duly,radio/television,1505,Less than 100 DM,Btw 1 to 4 years,4,male_single,none,2,none,32,none,free,1,self-employed/management employee,1,registered,yes,bad
Equal or Greater than 200 DM,24,Critical account,radio/television,3148,none,Btw 1 to 4 years,3,male_single,none,2,car or other,31,none,own,2,skilled employee,1,registered,yes,bad
Btw 0 to 199 DM,20,No credits taken,used car,6148,Btw 100 to 499 DM,Greater than 7 years,3,male_married/widowed,none,4,car or other,31,bank,own,2,skilled employee,1,registered,yes,bad
Equal or Greater than 200 DM,9,No credits taken,radio/television,1337,Less than 100 DM,Less than a year,4,male_single,none,2,car or other,34,none,own,2,self-employed/management employee,1,registered,yes,good
Btw 0 to 199 DM,6,All credits taken paid back duly,education,433,Equal or Greater than 1000 DM,Less than a year,4,female_divorced/separated/married,none,2,BSSA or life insurance,24,bank,rent,1,skilled employee,2,none,yes,good
Less than 0 DM,12,Existing credits paid back duly,new car,1228,Less than 100 DM,Btw 1 to 4 years,4,female_divorced/separated/married,none,2,real estate,24,none,own,1,unskilled - resident,1,none,yes,good
Btw 0 to 199 DM,9,Existing credits paid back duly,radio/television,790,Btw 500 to 999 DM,Btw 1 to 4 years,4,female_divorced/separated/married,none,3,real estate,66,none,own,1,unskilled - resident,1,none,yes,bad
none,27,Existing credits paid back duly,new car,2570,Less than 100 DM,Btw 1 to 4 years,3,female_divorced/separated/married,none,3,real estate,21,none,rent,1,skilled employee,1,none,yes,good
none,6,Critical account,new car,250,Equal or Greater than 1000 DM,Btw 1 to 4 years,2,female_divorced/separated/married,none,2,real estate,41,bank,own,2,unskilled - resident,1,none,yes,bad
none,15,Critical account,radio/television,1316,Btw 500 to 999 DM,Btw 1 to 4 years,2,male_married/widowed,none,2,BSSA or life insurance,47,none,own,2,unskilled - resident,1,none,yes,bad
Less than 0 DM,18,Existing credits paid back duly,radio/television,1882,Less than 100 DM,Btw 1 to 4 years,4,female_divorced/separated/married,none,4,car or other,25,bank,rent,2,skilled employee,1,none,yes,good
Btw 0 to 199 DM,48,All credits taken paid back duly,business,6416,Less than 100 DM,Greater than 7 years,4,female_divorced/separated/married,none,3,none,59,none,rent,1,skilled employee,1,none,yes,good
Equal or Greater than 200 DM,24,Critical account,business,1275,Equal or Greater than 1000 DM,Btw 1 to 4 years,2,male_divorced/separated,none,4,real estate,36,none,own,2,skilled employee,1,registered,yes,bad
Btw 0 to 199 DM,24,Delays in paying off,radio/television,6403,Less than 100 DM,Less than a year,1,male_single,none,2,car or other,33,none,own,1,skilled employee,1,none,yes,bad
Less than 0 DM,24,Existing credits paid back duly,radio/television,1987,Less than 100 DM,Btw 1 to 4 years,2,male_single,none,4,real estate,21,none,rent,1,unskilled - resident,2,none,yes,good
Btw 0 to 199 DM,8,Existing credits paid back duly,radio/television,760,Less than 100 DM,Btw 4 to 7 years,4,female_divorced/separated/married,guarantor,2,real estate,44,none,own,1,unskilled - resident,1,none,yes,bad
none,24,Existing credits paid back duly,used car,2603,Equal or Greater than 1000 DM,Btw 1 to 4 years,2,female_divorced/separated/married,none,4,car or other,28,none,rent,1,skilled employee,1,registered,yes,bad
none,4,Critical account,new car,3380,Less than 100 DM,Btw 4 to 7 years,1,female_divorced/separated/married,none,1,real estate,37,none,own,1,skilled employee,2,none,yes,bad
Btw 0 to 199 DM,36,All credits taken paid back duly,domestic appliances,3990,none,Less than a year,3,female_divorced/separated/married,none,2,none,29,bank,own,1,unemployed/unskilled - non-resident,1,none,yes,bad
Btw 0 to 199 DM,24,Existing credits paid back duly,used car,11560,Less than 100 DM,Btw 1 to 4 years,1,female_divorced/separated/married,none,4,car or other,23,none,rent,2,self-employed/management employee,1,none,yes,good
Less than 0 DM,18,Existing credits paid back duly,new car,4380,Btw 100 to 499 DM,Btw 1 to 4 years,3,male_single,none,4,car or other,35,none,own,1,unskilled - resident,2,registered,yes,bad
none,6,Critical account,new car,6761,Less than 100 DM,Btw 4 to 7 years,1,male_single,none,3,none,45,none,own,2,self-employed/management employee,2,registered,yes,bad
Btw 0 to 199 DM,30,No credits taken,business,4280,Btw 100 to 499 DM,Btw 1 to 4 years,4,female_divorced/separated/married,none,4,car or other,26,none,rent,2,unskilled - resident,1,none,yes,good
Less than 0 DM,24,All credits taken paid back duly,new car,2325,Btw 100 to 499 DM,Btw 4 to 7 years,2,male_single,none,3,car or other,32,bank,own,1,skilled employee,1,none,yes,bad
Btw 0 to 199 DM,10,All credits taken paid back duly,radio/television,1048,Less than 100 DM,Btw 1 to 4 years,4,male_single,none,4,real estate,23,stores,own,1,unskilled - resident,1,none,yes,bad
